Fonction = process_departement_square | Temps d'éxécution = 0.21317005157470703
Fonction = process_square | Temps d'éxécution = 0.3256809711456299
Fonction = init_square | Temps d'éxécution = 6.178300857543945
Fonction = init_map | Temps d'éxécution = 6.153309345245361
##########  Exécution du 04/11/2021 18:41:40  ##########
Fonction = init_app | Temps d'éxécution = 0.0008831024169921875
Fonction = pre_processing | Temps d'éxécution = 0.13393306732177734
Fonction = processing | Temps d'éxécution = 10.059521675109863
Fonction = process_commune | Temps d'éxécution = 0.1067500114440918
Fonction = process_departement | Temps d'éxécution = 0.08505702018737793
Fonction = process_commune_square | Temps d'éxécution = 0.10115981101989746
Fonction = process_departement_square | Temps d'éxécution = 0.08761024475097656
Fonction = init_data | Temps d'éxécution = 12.166223287582397
Fonction = init_sidebar | Temps d'éxécution = 0.005658864974975586
Fonction = process_commune | Temps d'éxécution = 0.10431909561157227
Fonction = process_departement | Temps d'éxécution = 0.08913087844848633
Fonction = process_commune_square | Temps d'éxécution = 0.11188101768493652
Fonction = process_local_region | Temps d'éxécution = 0.09054899215698242
Fonction = init_charts | Temps d'éxécution = 3.501093864440918
Fonction = process_commune_square | Temps d'éxécution = 0.11901116371154785
Fonction = process_departement_square | Temps d'éxécution = 0.0952610969543457
Fonction = process_square | Temps d'éxécution = 0.09380292892456055
##########  Exécution du 04/11/2021 18:42:02  ##########
Fonction = init_app | Temps d'éxécution = 0.0012140274047851562
Fonction = processing | Temps d'éxécution = 0.2070770263671875
Fonction = init_data | Temps d'éxécution = 0.9008309841156006
Fonction = init_sidebar | Temps d'éxécution = 0.006201982498168945
Fonction = process_commune | Temps d'éxécution = 0.13004493713378906
Fonction = process_departement | Temps d'éxécution = 0.0959939956665039
Fonction = process_commune_square | Temps d'éxécution = 0.12142229080200195
Fonction = process_local_region | Temps d'éxécution = 0.11400818824768066
Fonction = init_charts | Temps d'éxécution = 4.087172031402588
Fonction = process_commune_square | Temps d'éxécution = 0.16512203216552734
Fonction = process_departement_square | Temps d'éxécution = 0.14138221740722656
Fonction = process_square | Temps d'éxécution = 0.08743095397949219
Fonction = init_square | Temps d'éxécution = 5.454924821853638
Fonction = init_map | Temps d'éxécution = 6.786385774612427
##########  Exécution du 04/11/2021 18:42:35  ##########
Fonction = init_app | Temps d'éxécution = 0.0007319450378417969
Fonction = processing | Temps d'éxécution = 0.18710684776306152
Fonction = process_commune | Temps d'éxécution = 0.10691404342651367
Fonction = process_departement | Temps d'éxécution = 0.09476304054260254
Fonction = process_commune_square | Temps d'éxécution = 0.14744019508361816
Fonction = process_departement_square | Temps d'éxécution = 0.11782288551330566
Fonction = init_data | Temps d'éxécution = 2.268404006958008
Fonction = init_sidebar | Temps d'éxécution = 0.006680011749267578
Fonction = process_commune | Temps d'éxécution = 0.13251900672912598
Fonction = process_departement | Temps d'éxécution = 0.11097383499145508
Fonction = process_commune_square | Temps d'éxécution = 0.14878487586975098
Fonction = process_local_region | Temps d'éxécution = 0.09147500991821289
Fonction = init_charts | Temps d'éxécution = 3.799631118774414
Fonction = process_commune_square | Temps d'éxécution = 0.1283109188079834
Fonction = process_departement_square | Temps d'éxécution = 0.08988380432128906
Fonction = process_square | Temps d'éxécution = 0.10359311103820801
Fonction = init_square | Temps d'éxécution = 5.877670049667358
Fonction = init_map | Temps d'éxécution = 6.456295967102051
##########  Exécution du 04/11/2021 18:43:00  ##########
Fonction = init_app | Temps d'éxécution = 0.0007963180541992188
Fonction = processing | Temps d'éxécution = 0.20415711402893066
Fonction = init_data | Temps d'éxécution = 0.7579398155212402
Fonction = init_sidebar | Temps d'éxécution = 0.00470280647277832
Fonction = process_commune | Temps d'éxécution = 0.11556196212768555
Fonction = process_departement | Temps d'éxécution = 0.08832311630249023
Fonction = process_commune_square | Temps d'éxécution = 0.10525298118591309
Fonction = process_local_region | Temps d'éxécution = 0.09290385246276855
Fonction = init_charts | Temps d'éxécution = 3.5323169231414795
Fonction = process_commune_square | Temps d'éxécution = 0.1010749340057373
Fonction = process_departement_square | Temps d'éxécution = 0.07117104530334473
Fonction = process_square | Temps d'éxécution = 0.07431912422180176
Fonction = init_square | Temps d'éxécution = 5.296617031097412
Fonction = init_map | Temps d'éxécution = 6.286437749862671
##########  Exécution du 04/11/2021 18:43:31  ##########
Fonction = init_app | Temps d'éxécution = 0.0015742778778076172
Fonction = processing | Temps d'éxécution = 0.20377707481384277
Fonction = init_data | Temps d'éxécution = 0.9109508991241455
Fonction = init_sidebar | Temps d'éxécution = 0.005074977874755859
Fonction = process_commune | Temps d'éxécution = 0.1317272186279297
Fonction = process_departement | Temps d'éxécution = 0.08898210525512695
Fonction = process_commune_square | Temps d'éxécution = 0.10060524940490723
Fonction = process_local_region | Temps d'éxécution = 0.07685112953186035
Fonction = init_charts | Temps d'éxécution = 3.6473770141601562
Fonction = process_commune_square | Temps d'éxécution = 0.09670090675354004
Fonction = process_departement_square | Temps d'éxécution = 0.08342123031616211
Fonction = process_square | Temps d'éxécution = 0.07878589630126953
Fonction = init_square | Temps d'éxécution = 5.5334179401397705
Fonction = init_map | Temps d'éxécution = 5.950380086898804
